index,Age,Gender,Height (cm),Weight (lbs),Goal,Workout Plan,Experience Level,Weight Loss (lbs),Frequency days/week,Workout Type,Age Group,Weight Group,Weight Loss Scale,Cluster
1388,42,Male,150,94.46,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,0,5,Split,Ages 41-50,80-100,0,12
1389,29,Male,166,116.32,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,0,5,Split,Ages 18-30,101-120,0,1
1390,43,Male,151,139.83,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,0,4,Full Body,Ages 41-50,121-140,0,7
1391,18,Male,167,135.26,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,0,5,Split,Ages 18-30,121-140,0,11
1392,28,Male,167,149.45,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,0,5,Split,Ages 18-30,141-160,0,1
1393,39,Male,170,151.15,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,14,5,Split,Ages 31-40,141-160,5-15,12
1394,21,Male,184,112.16,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,16,4,Split,Ages 18-30,101-120,15-25,10
1395,42,Male,193,87.12,Build Muscle,Super Strength: 8 Week Strength Building Workout for Beginners,Beginner,0,6,Split,Ages 41-50,80-100,0,12
1396,33,Male,184,162.48,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,32,5,Split,Ages 31-40,161-180,25-35,11
1397,42,Male,174,190.73,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,0,4,Split,Ages 41-50,180-200,0,10
1398,43,Male,195,169.53,Lose Fat,Extreme Fat Loss: 6 Week Fat Loss Workout Plan,Intermediate,0,3,Full Body,Ages 41-50,161-180,0,3
1399,28,Male,172,207.42,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,0,4,Split,Ages 18-30,200+,0,10
1400,58,Male,185,124.02,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,10,5,Split,Ages 51-60,121-140,5-15,1
1401,34,Male,198,168.03,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,30,5,Split,Ages 31-40,161-180,25-35,11
1402,56,Male,156,90.25,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,0,5,Split,Ages 51-60,80-100,0,11
1403,35,Male,153,80.65,Lose Fat,Extreme Fat Loss: 6 Week Fat Loss Workout Plan,Intermediate,0,3,Full Body,Ages 31-40,80-100,0,3
1404,28,Male,192,131.84,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,0,5,Split,Ages 18-30,121-140,0,11
1405,20,Male,153,186.11,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,37,4,Full Body,Ages 18-30,180-200,35-45,7
1406,47,Male,194,106.32,Build Muscle,Dumbbell Only Workout: 5 Day Dumbbell Workout Split,Intermediate,14,5,Split,Ages 41-50,101-120,5-15,1
1407,20,Male,193,188.07,Build Muscle,A/B 2 Day Workout Routine for Busy People,Beginner,0,2,Full Body,Ages 18-30,180-200,0,8
1408,22,Male,178,117.84,Build Muscle,8 Week Mass Building Hypertrophy Workout,Intermediate,0,4,Split,Ages 18-30,101-120,0,1
1409,33,Male,169,99.17,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,0,5,Split,Ages 31-40,80-100,0,1
1410,47,Male,159,160.24,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,40,4,Split,Ages 41-50,141-160,35-45,10
1411,23,Male,161,130.22,Build Muscle,A/B 2 Day Workout Routine for Busy People,Beginner,0,2,Full Body,Ages 18-30,121-140,0,8
1412,18,Male,194,85.37,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,25,3,Full Body,Ages 18-30,80-100,25-35,8
1413,52,Male,173,163.36,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,0,3,Full Body,Ages 51-60,161-180,0,8
1414,21,Male,171,204.22,Build Muscle,Dumbbell Only Workout: 5 Day Dumbbell Workout Split,Intermediate,36,5,Split,Ages 18-30,200+,35-45,1
1415,29,Male,166,168.6,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,0,4,Split,Ages 18-30,161-180,0,1
1416,47,Male,185,160.35,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,0,4,Full Body,Ages 41-50,141-160,0,7
1417,44,Male,170,160.48,Lose Fat,Extreme Fat Loss: 6 Week Fat Loss Workout Plan,Intermediate,0,3,Full Body,Ages 41-50,141-160,0,3
1418,19,Male,156,107.37,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,22,5,Split,Ages 18-30,101-120,15-25,12
1419,57,Male,199,175.01,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,32,4,Split,Ages 51-60,161-180,25-35,10
1420,45,Male,155,81.57,Build Muscle,A/B 2 Day Workout Routine for Busy People,Beginner,0,2,Full Body,Ages 41-50,80-100,0,8
1421,60,Male,159,102.78,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,0,5,Split,Ages 51-60,101-120,0,1
1422,36,Male,188,144.3,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,30,5,Split,Ages 31-40,141-160,25-35,11
1423,21,Male,174,140.01,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,0,4,Full Body,Ages 18-30,121-140,0,7
1424,24,Male,161,208.32,Build Muscle,A/B 2 Day Workout Routine for Busy People,Beginner,0,2,Full Body,Ages 18-30,200+,0,8
1425,60,Male,173,166.06,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,0,3,Full Body,Ages 51-60,161-180,0,8
1426,47,Male,158,137.15,Lose Fat,Extreme Fat Loss: 6 Week Fat Loss Workout Plan,Intermediate,19,3,Full Body,Ages 41-50,121-140,15-25,3
1427,19,Male,157,139.29,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,0,4,Split,Ages 18-30,121-140,0,1
1428,56,Male,172,105.93,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,0,5,Split,Ages 51-60,101-120,0,1
1429,28,Male,164,85.95,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,44,4,Split,Ages 18-30,80-100,35-45,1
1430,55,Male,193,122.15,Build Muscle,Dumbbell Only Workout: 5 Day Dumbbell Workout Split,Intermediate,0,5,Split,Ages 51-60,121-140,0,1
1431,59,Male,200,140.8,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,0,5,Split,Ages 51-60,121-140,0,11
1432,42,Male,162,92.13,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,22,3,Full Body,Ages 41-50,80-100,15-25,8
1433,38,Male,182,170.42,Lose Fat,Extreme Fat Loss: 6 Week Fat Loss Workout Plan,Intermediate,0,3,Full Body,Ages 31-40,161-180,0,3
1434,42,Male,186,158.17,Build Muscle,8 Week Mass Building Hypertrophy Workout,Intermediate,11,4,Split,Ages 41-50,141-160,5-15,1
1435,21,Male,184,167.76,Build Muscle,A/B 2 Day Workout Routine for Busy People,Beginner,29,2,Full Body,Ages 18-30,161-180,25-35,8
1436,19,Male,171,95.12,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,39,5,Split,Ages 18-30,80-100,35-45,11
1437,23,Male,175,186.53,Build Muscle,Super Strength: 8 Week Strength Building Workout for Beginners,Beginner,39,6,Split,Ages 18-30,180-200,35-45,12
1438,52,Male,193,109.21,Build Muscle,Super Strength: 8 Week Strength Building Workout for Beginners,Beginner,0,6,Split,Ages 51-60,101-120,0,12
1439,46,Male,164,170.61,Lose Fat,Extreme Fat Loss: 6 Week Fat Loss Workout Plan,Intermediate,0,3,Full Body,Ages 41-50,161-180,0,3
1440,19,Male,163,188.77,Build Muscle,A/B 2 Day Workout Routine for Busy People,Beginner,5,2,Full Body,Ages 18-30,180-200,5-15,8
1441,47,Male,158,128.96,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,0,4,Split,Ages 41-50,121-140,0,10
1442,50,Male,181,204.51,Build Muscle,8 Week Mass Building Hypertrophy Workout,Intermediate,0,4,Split,Ages 41-50,200+,0,1
1443,43,Male,191,83.56,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,26,4,Split,Ages 41-50,80-100,25-35,10
1444,35,Male,187,109.19,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,0,3,Full Body,Ages 31-40,101-120,0,8
1445,23,Male,158,123.31,Build Muscle,A/B 2 Day Workout Routine for Busy People,Beginner,0,2,Full Body,Ages 18-30,121-140,0,8
1446,31,Male,177,143.61,Build Muscle,Super Strength: 8 Week Strength Building Workout for Beginners,Beginner,0,6,Split,Ages 31-40,141-160,0,12
1447,48,Male,194,207.72,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,0,4,Split,Ages 41-50,200+,0,1
1448,37,Male,170,149.35,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,0,5,Split,Ages 31-40,141-160,0,12
1449,44,Male,181,141.75,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,20,3,Full Body,Ages 41-50,141-160,15-25,8
1450,49,Male,183,198.44,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,9,4,Split,Ages 41-50,180-200,5-15,1
1451,54,Male,150,90.51,Build Muscle,Dumbbell Only Workout: 5 Day Dumbbell Workout Split,Intermediate,47,5,Split,Ages 51-60,80-100,45-50,1
1452,43,Male,175,108.75,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,0,4,Full Body,Ages 41-50,101-120,0,7
1453,34,Male,163,179.69,Build Muscle,A/B 2 Day Workout Routine for Busy People,Beginner,0,2,Full Body,Ages 31-40,161-180,0,8
1454,38,Male,187,179.02,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,14,4,Full Body,Ages 31-40,161-180,5-15,7
1455,43,Male,171,81.49,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,9,4,Split,Ages 41-50,80-100,5-15,10
1456,49,Male,187,102.7,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,20,4,Full Body,Ages 41-50,101-120,15-25,7
1457,59,Male,192,171.33,Build Muscle,Dumbbell Only Workout: 5 Day Dumbbell Workout Split,Intermediate,41,5,Split,Ages 51-60,161-180,35-45,1
1458,42,Male,189,163.5,Build Muscle,Super Strength: 8 Week Strength Building Workout for Beginners,Beginner,9,6,Split,Ages 41-50,161-180,5-15,12
1459,31,Male,200,177.97,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,0,5,Split,Ages 31-40,161-180,0,1
1460,53,Male,166,97.48,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,0,4,Full Body,Ages 51-60,80-100,0,7
1461,33,Male,152,204.5,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,0,5,Split,Ages 31-40,200+,0,12
1462,33,Male,185,109.02,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,14,5,Split,Ages 31-40,101-120,5-15,1
1463,48,Male,188,187.62,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,0,5,Split,Ages 41-50,180-200,0,1
1464,31,Male,188,190.77,Build Muscle,A/B 2 Day Workout Routine for Busy People,Beginner,41,2,Full Body,Ages 31-40,180-200,35-45,8
1465,24,Male,163,194.45,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,0,5,Split,Ages 18-30,180-200,0,11
1466,53,Male,187,136.31,Build Muscle,Super Strength: 8 Week Strength Building Workout for Beginners,Beginner,10,6,Split,Ages 51-60,121-140,5-15,12
1467,38,Male,189,150.12,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,28,4,Full Body,Ages 31-40,141-160,25-35,7
1468,42,Male,179,145.13,Build Muscle,Super Strength: 8 Week Strength Building Workout for Beginners,Beginner,0,6,Split,Ages 41-50,141-160,0,12
1469,27,Male,185,208.8,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,46,5,Split,Ages 18-30,200+,45-50,12
1470,59,Male,174,87.81,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,0,3,Full Body,Ages 51-60,80-100,0,8
1471,22,Male,163,183.88,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,0,5,Split,Ages 18-30,180-200,0,11
1472,40,Male,161,184.98,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,20,5,Split,Ages 31-40,180-200,15-25,1
1473,33,Male,151,90.77,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,32,4,Split,Ages 31-40,80-100,25-35,1
1474,42,Male,198,84.23,Build Muscle,A/B 2 Day Workout Routine for Busy People,Beginner,34,2,Full Body,Ages 41-50,80-100,25-35,8
1475,31,Male,196,115.56,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,0,3,Full Body,Ages 31-40,101-120,0,8
1476,43,Male,193,149.26,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,18,5,Split,Ages 41-50,141-160,15-25,12
1477,35,Male,155,157.77,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,0,4,Split,Ages 31-40,141-160,0,1
1478,50,Male,168,83.33,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,33,5,Split,Ages 41-50,80-100,25-35,1
1479,53,Male,185,131.0,Build Muscle,8 Week Mass Building Hypertrophy Workout,Intermediate,46,4,Split,Ages 51-60,121-140,45-50,1
1480,31,Male,154,199.02,Build Muscle,Dumbbell Only Workout: 5 Day Dumbbell Workout Split,Intermediate,0,5,Split,Ages 31-40,180-200,0,1
1481,36,Male,154,113.49,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,0,5,Split,Ages 31-40,101-120,0,1
1482,56,Male,176,126.07,Build Muscle,Dumbbell Only Workout: 5 Day Dumbbell Workout Split,Intermediate,0,5,Split,Ages 51-60,121-140,0,1
1483,37,Male,173,192.54,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,32,5,Split,Ages 31-40,180-200,25-35,1
1484,56,Male,173,208.89,Build Muscle,Dumbbell Only Workout: 5 Day Dumbbell Workout Split,Intermediate,12,5,Split,Ages 51-60,200+,5-15,1
1485,26,Male,172,153.52,Build Muscle,8 Week Mass Building Hypertrophy Workout,Intermediate,0,4,Split,Ages 18-30,141-160,0,1
1486,59,Male,166,105.78,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,0,5,Split,Ages 51-60,101-120,0,11
1487,37,Male,164,165.03,Build Muscle,Dumbbell Only Workout: 5 Day Dumbbell Workout Split,Intermediate,10,5,Split,Ages 31-40,161-180,5-15,1
1488,40,Male,176,142.85,Lose Fat,Extreme Fat Loss: 6 Week Fat Loss Workout Plan,Intermediate,0,3,Full Body,Ages 31-40,141-160,0,3
1489,32,Male,158,198.68,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,0,4,Split,Ages 31-40,180-200,0,1
1490,42,Male,160,188.22,Build Muscle,Dumbbell Only Workout: 5 Day Dumbbell Workout Split,Intermediate,20,5,Split,Ages 41-50,180-200,15-25,1
1491,51,Male,200,183.37,Build Muscle,A/B 2 Day Workout Routine for Busy People,Beginner,18,2,Full Body,Ages 51-60,180-200,15-25,8
1492,24,Male,183,173.9,Lose Fat,Extreme Fat Loss: 6 Week Fat Loss Workout Plan,Intermediate,0,3,Full Body,Ages 18-30,161-180,0,3
1493,48,Male,159,175.01,Build Muscle,Super Strength: 8 Week Strength Building Workout for Beginners,Beginner,42,6,Split,Ages 41-50,161-180,35-45,12
1494,33,Male,174,128.78,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,0,5,Split,Ages 31-40,121-140,0,1
1495,47,Male,159,175.3,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,43,3,Full Body,Ages 41-50,161-180,35-45,8
1496,38,Male,161,136.65,Build Muscle,Super Strength: 8 Week Strength Building Workout for Beginners,Beginner,0,6,Split,Ages 31-40,121-140,0,12
1497,18,Male,192,159.4,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,41,4,Full Body,Ages 18-30,141-160,35-45,7
1498,60,Male,172,190.79,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,12,5,Split,Ages 51-60,180-200,5-15,11
1499,55,Male,151,170.78,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,0,4,Split,Ages 51-60,161-180,0,10
1500,42,Male,166,186.73,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,49,5,Split,Ages 41-50,180-200,45-50,1
1501,35,Male,199,142.04,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,30,5,Split,Ages 31-40,141-160,25-35,12
1502,25,Male,184,133.67,Build Muscle,Super Strength: 8 Week Strength Building Workout for Beginners,Beginner,47,6,Split,Ages 18-30,121-140,45-50,12
1503,41,Male,152,134.51,Lose Fat,Extreme Fat Loss: 6 Week Fat Loss Workout Plan,Intermediate,0,3,Full Body,Ages 41-50,121-140,0,3
1504,39,Male,199,162.87,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,0,4,Split,Ages 31-40,161-180,0,10
1505,28,Male,185,199.74,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,0,5,Split,Ages 18-30,180-200,0,11
1506,35,Male,180,201.57,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,0,4,Full Body,Ages 31-40,200+,0,7
1507,36,Male,198,197.32,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,13,3,Full Body,Ages 31-40,180-200,5-15,8
1508,47,Male,158,162.68,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,0,5,Split,Ages 41-50,161-180,0,12
1509,36,Male,179,151.51,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,30,5,Split,Ages 31-40,141-160,25-35,12
1510,33,Male,195,112.85,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,43,5,Split,Ages 31-40,101-120,35-45,11
1511,30,Male,167,83.0,Build Muscle,Dumbbell Only Workout: 5 Day Dumbbell Workout Split,Intermediate,46,5,Split,Ages 18-30,80-100,45-50,1
1512,31,Male,192,158.07,Build Muscle,Dumbbell Only Workout: 5 Day Dumbbell Workout Split,Intermediate,0,5,Split,Ages 31-40,141-160,0,1
1513,30,Male,186,183.64,Build Muscle,A/B 2 Day Workout Routine for Busy People,Beginner,0,2,Full Body,Ages 18-30,180-200,0,8
1514,60,Male,185,134.99,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,47,3,Full Body,Ages 51-60,121-140,45-50,8
1515,25,Male,180,136.45,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,0,4,Split,Ages 18-30,121-140,0,1
1516,47,Male,150,186.63,Lose Fat,Extreme Fat Loss: 6 Week Fat Loss Workout Plan,Intermediate,0,3,Full Body,Ages 41-50,180-200,0,3
1517,58,Male,167,97.66,Build Muscle,8 Week Mass Building Hypertrophy Workout,Intermediate,50,4,Split,Ages 51-60,80-100,45-50,1
1518,55,Male,183,135.44,Lose Fat,Extreme Fat Loss: 6 Week Fat Loss Workout Plan,Intermediate,0,3,Full Body,Ages 51-60,121-140,0,3
1519,40,Male,190,127.45,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,19,5,Split,Ages 31-40,121-140,15-25,12
1520,39,Male,154,134.98,Build Muscle,8 Week Mass Building Hypertrophy Workout,Intermediate,7,4,Split,Ages 31-40,121-140,5-15,1
1521,51,Male,169,133.52,Build Muscle,A/B 2 Day Workout Routine for Busy People,Beginner,0,2,Full Body,Ages 51-60,121-140,0,8
1522,43,Male,167,132.5,Build Muscle,Dumbbell Only Workout: 5 Day Dumbbell Workout Split,Intermediate,0,5,Split,Ages 41-50,121-140,0,1
1523,31,Male,152,156.9,Lose Fat,Extreme Fat Loss: 6 Week Fat Loss Workout Plan,Intermediate,41,3,Full Body,Ages 31-40,141-160,35-45,3
1524,58,Male,188,195.11,Build Muscle,A/B 2 Day Workout Routine for Busy People,Beginner,0,2,Full Body,Ages 51-60,180-200,0,8
1525,25,Male,181,90.66,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,21,4,Full Body,Ages 18-30,80-100,15-25,7
1526,49,Male,168,154.07,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,7,4,Split,Ages 41-50,141-160,5-15,10
1527,28,Male,171,143.01,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,0,4,Split,Ages 18-30,141-160,0,1
1528,29,Male,179,181.66,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,0,5,Split,Ages 18-30,180-200,0,12
1529,47,Male,157,86.38,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,16,5,Split,Ages 41-50,80-100,15-25,1
1530,48,Male,170,90.34,Build Muscle,A/B 2 Day Workout Routine for Busy People,Beginner,45,2,Full Body,Ages 41-50,80-100,45-50,8
1531,23,Male,199,146.05,Build Muscle,8 Week Mass Building Hypertrophy Workout,Intermediate,21,4,Split,Ages 18-30,141-160,15-25,1
1532,33,Male,181,154.2,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,0,4,Full Body,Ages 31-40,141-160,0,7
1533,49,Male,186,176.66,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,39,4,Split,Ages 41-50,161-180,35-45,10
1534,25,Male,184,99.08,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,0,5,Split,Ages 18-30,80-100,0,12
1535,28,Male,192,105.97,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,0,5,Split,Ages 18-30,101-120,0,1
1536,56,Male,183,168.47,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,0,4,Split,Ages 51-60,161-180,0,10
1537,42,Male,178,123.74,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,0,5,Split,Ages 41-50,121-140,0,11
1538,47,Male,172,102.08,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,15,5,Split,Ages 41-50,101-120,15-25,1
1539,22,Male,196,179.82,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,14,3,Full Body,Ages 18-30,161-180,5-15,8
1540,52,Male,175,140.49,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,13,3,Full Body,Ages 51-60,121-140,5-15,8
1541,22,Male,175,101.88,Build Muscle,Dumbbell Only Workout: 5 Day Dumbbell Workout Split,Intermediate,0,5,Split,Ages 18-30,101-120,0,1
1542,31,Male,171,202.8,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,0,4,Split,Ages 31-40,200+,0,1
1543,53,Male,183,143.05,Build Muscle,Super Strength: 8 Week Strength Building Workout for Beginners,Beginner,20,6,Split,Ages 51-60,141-160,15-25,12
1544,40,Male,196,95.91,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,0,3,Full Body,Ages 31-40,80-100,0,8
1545,45,Male,152,193.69,Lose Fat,Extreme Fat Loss: 6 Week Fat Loss Workout Plan,Intermediate,0,3,Full Body,Ages 41-50,180-200,0,3
